recommendation_id,customer_id,score_id,recommended_product_id,recommended_action,recommended_channel,recommended_timing,message_angle,expected_conversion,priority,suppression_flag,recommendation_timestamp,status,priority_rank
REC000029699,CUS00009900,SC000039598,P004,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4721,Low,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000029700,CUS00009900,SC000039597,P001,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4205,Low,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000029701,CUS00009901,SC000039601,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.6488,Low,False,2026-08-31 18:00:00,NEW,1
REC000029702,CUS00009901,SC000039603,P007,NURTURE,EMAIL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.3576,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000029703,CUS00009901,SC000039604,P009,NURTURE,EMAIL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.3442,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029704,CUS00009902,SC000039605,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.3947,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000029705,CUS00009902,SC000039606,P004,NURTURE,EMAIL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.3516,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000029706,CUS00009902,SC000039607,P007,NURTURE,EMAIL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.2406,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029707,CUS00009903,SC000039610,P004,NURTURE,EMAIL,Trong tuần này,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.1863,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000029708,CUS00009903,SC000039609,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.1204,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000029709,CUS00009903,SC000039611,P007,NURTURE,EMAIL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.1359,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029710,CUS00009904,SC000039613,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.5063,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000029711,CUS00009904,SC000039615,P007,NURTURE,EMAIL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.4563,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000029712,CUS00009904,SC000039616,P009,NURTURE,EMAIL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.3401,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029713,CUS00009905,SC000039617,P001,NO_CONTACT,NONE,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.6473,Low,True,2026-08-31 18:00:00,BLOCKED,1
REC000029714,CUS00009905,SC000039619,P007,NO_CONTACT,NONE,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.454,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,2
REC000029715,CUS00009905,SC000039618,P004,NO_CONTACT,NONE,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.3567,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,3
REC000029716,CUS00009906,SC000039621,P001,RM_CALL,RM_CALL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.6676,Low,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000029717,CUS00009906,SC000039623,P007,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.5207,Do not prioritize,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000029718,CUS00009906,SC000039622,P004,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4332,Do not prioritize,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000029719,CUS00009907,SC000039626,P004,NURTURE,EMAIL,Trong tuần này,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.5877,Low,False,2026-08-31 18:00:00,NEW,1
REC000029720,CUS00009907,SC000039628,P009,NURTURE,EMAIL,Trong 2 tuần tới,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.5055,Low,False,2026-08-31 18:00:00,NEW,2
REC000029721,CUS00009907,SC000039625,P001,NURTURE,EMAIL,Nurture 30 ngày,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.3828,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029722,CUS00009908,SC000039629,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4179,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000029723,CUS00009908,SC000039631,P007,NURTURE,EMAIL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.2599,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000029724,CUS00009908,SC000039632,P009,NURTURE,EMAIL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.2358,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029725,CUS00009909,SC000039635,P007,NURTURE,EMAIL,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.4372,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000029726,CUS00009909,SC000039633,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.389,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000029727,CUS00009909,SC000039634,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.2879,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029728,CUS00009910,SC000039637,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.2927,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000029729,CUS00009910,SC000039638,P004,NURTURE,EMAIL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.2628,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000029730,CUS00009910,SC000039639,P007,NURTURE,EMAIL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.2692,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029731,CUS00009911,SC000039643,P007,NURTURE,EMAIL,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.4673,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000029732,CUS00009911,SC000039642,P004,NURTURE,EMAIL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.2959,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000029733,CUS00009911,SC000039641,P001,NURTURE,EMAIL,Nurture 30 ngày,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.2935,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029734,CUS00009912,SC000039645,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.2813,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000029735,CUS00009912,SC000039647,P007,NURTURE,EMAIL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.2027,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000029736,CUS00009912,SC000039648,P009,NURTURE,EMAIL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.1754,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029737,CUS00009913,SC000039649,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.2785,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000029738,CUS00009913,SC000039650,P004,NURTURE,EMAIL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.3028,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000029739,CUS00009913,SC000039652,P009,NURTURE,EMAIL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.2962,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029740,CUS00009914,SC000039656,P009,NURTURE,EMAIL,Trong tuần này,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.3892,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000029741,CUS00009914,SC000039654,P004,NURTURE,EMAIL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.3491,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000029742,CUS00009914,SC000039655,P007,NURTURE,EMAIL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.1851,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029743,CUS00009915,SC000039659,P007,NURTURE,EMAIL,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.5308,Low,False,2026-08-31 18:00:00,NEW,1
REC000029744,CUS00009915,SC000039660,P009,NURTURE,EMAIL,Trong 2 tuần tới,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.5221,Low,False,2026-08-31 18:00:00,NEW,2
REC000029745,CUS00009915,SC000039658,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.504,Low,False,2026-08-31 18:00:00,NEW,3
REC000029746,CUS00009916,SC000039661,P001,RM_CALL,RM_CALL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4831,Do not prioritize,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000029747,CUS00009916,SC000039664,P009,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.4952,Do not prioritize,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000029748,CUS00009916,SC000039662,P004,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4158,Do not prioritize,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000029749,CUS00009917,SC000039666,P004,NURTURE,EMAIL,Trong tuần này,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4531,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000029750,CUS00009917,SC000039667,P007,NURTURE,EMAIL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.3509,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000029751,CUS00009917,SC000039668,P009,NURTURE,EMAIL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.3184,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029752,CUS00009918,SC000039669,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.5979,Low,False,2026-08-31 18:00:00,NEW,1
REC000029753,CUS00009918,SC000039671,P007,NURTURE,EMAIL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.5123,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000029754,CUS00009918,SC000039672,P009,NURTURE,EMAIL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.5028,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029755,CUS00009919,SC000039673,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.2321,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000029756,CUS00009919,SC000039675,P007,NURTURE,EMAIL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.2439,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000029757,CUS00009919,SC000039674,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.2177,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029758,CUS00009920,SC000039677,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.5753,Medium,False,2026-08-31 18:00:00,NEW,1
REC000029759,CUS00009920,SC000039679,P007,NURTURE,EMAIL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.5878,Medium,False,2026-08-31 18:00:00,NEW,2
REC000029760,CUS00009920,SC000039678,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4987,Low,False,2026-08-31 18:00:00,NEW,3
REC000029761,CUS00009921,SC000039682,P004,NURTURE,EMAIL,Trong tuần này,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.3654,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000029762,CUS00009921,SC000039681,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.2653,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000029763,CUS00009921,SC000039684,P009,NURTURE,EMAIL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.2651,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029764,CUS00009922,SC000039685,P001,RM_CALL,RM_CALL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.7178,Medium,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000029765,CUS00009922,SC000039687,P007,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.529,Low,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000029766,CUS00009922,SC000039688,P009,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.5235,Low,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000029767,CUS00009923,SC000039689,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4862,Low,False,2026-08-31 18:00:00,NEW,1
REC000029768,CUS00009923,SC000039690,P004,NURTURE,EMAIL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4094,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000029769,CUS00009923,SC000039691,P007,NURTURE,EMAIL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.3986,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029770,CUS00009924,SC000039693,P001,RM_CALL,RM_CALL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.7687,Medium,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000029771,CUS00009924,SC000039696,P009,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.7154,Medium,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000029772,CUS00009924,SC000039694,P004,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.5761,Low,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000029773,CUS00009925,SC000039699,P007,NURTURE,EMAIL,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.2843,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000029774,CUS00009925,SC000039697,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.1893,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000029775,CUS00009925,SC000039698,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.1258,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029776,CUS00009926,SC000039701,P001,RM_CALL,RM_CALL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.7042,Low,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000029777,CUS00009926,SC000039703,P007,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.618,Low,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000029778,CUS00009926,SC000039704,P009,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.6112,Low,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000029779,CUS00009927,SC000039708,P009,RM_CALL,RM_CALL,Trong tuần này,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.7739,Medium,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000029780,CUS00009927,SC000039707,P007,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.4874,Low,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000029781,CUS00009927,SC000039706,P004,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4505,Low,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000029782,CUS00009928,SC000039711,P007,NURTURE,EMAIL,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.5738,Low,False,2026-08-31 18:00:00,NEW,1
REC000029783,CUS00009928,SC000039709,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.536,Low,False,2026-08-31 18:00:00,NEW,2
REC000029784,CUS00009928,SC000039710,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.3641,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029785,CUS00009929,SC000039713,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.5306,Low,False,2026-08-31 18:00:00,NEW,1
REC000029786,CUS00009929,SC000039715,P007,NURTURE,EMAIL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.444,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000029787,CUS00009929,SC000039716,P009,NURTURE,EMAIL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.4314,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029788,CUS00009930,SC000039719,P007,NURTURE,EMAIL,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.5611,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000029789,CUS00009930,SC000039717,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.2687,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000029790,CUS00009930,SC000039720,P009,NURTURE,EMAIL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.2819,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029791,CUS00009931,SC000039721,P001,NO_CONTACT,NONE,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.2931,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,1
REC000029792,CUS00009931,SC000039723,P007,NO_CONTACT,NONE,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.2973,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,2
REC000029793,CUS00009931,SC000039724,P009,NO_CONTACT,NONE,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.1985,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,3
REC000029794,CUS00009932,SC000039725,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.3473,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000029795,CUS00009932,SC000039727,P007,NURTURE,EMAIL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.1691,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000029796,CUS00009932,SC000039728,P009,NURTURE,EMAIL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.1256,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029797,CUS00009933,SC000039729,P001,RM_CALL,RM_CALL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4693,Low,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000029798,CUS00009933,SC000039731,P007,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.5076,Low,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000029799,CUS00009933,SC000039732,P009,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.4878,Do not prioritize,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000029800,CUS00009934,SC000039733,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.5706,Low,False,2026-08-31 18:00:00,NEW,1
REC000029801,CUS00009934,SC000039735,P007,NURTURE,EMAIL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.5641,Low,False,2026-08-31 18:00:00,NEW,2
REC000029802,CUS00009934,SC000039734,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4664,Low,False,2026-08-31 18:00:00,NEW,3
REC000029803,CUS00009935,SC000039737,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.6235,Low,False,2026-08-31 18:00:00,NEW,1
REC000029804,CUS00009935,SC000039739,P007,NURTURE,EMAIL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.335,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000029805,CUS00009935,SC000039738,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.33,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000029806,CUS00009936,SC000039744,P009,NO_CONTACT,NONE,Trong tuần này,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.796,Medium,True,2026-08-31 18:00:00,BLOCKED,1
REC000029807,CUS00009936,SC000039741,P001,NO_CONTACT,NONE,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.5332,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,2
REC000029808,CUS00009936,SC000039742,P004,NO_CONTACT,NONE,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.5203,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,3
REC000029809,CUS00009937,SC000039747,P007,NURTURE,EMAIL,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.3874,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000029810,CUS00009937,SC000039745,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.3,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
